passenger_id	Inflight wifi service	Departure/Arrival time convenient	Ease of Online booking	Gate location	Food and drink	Online boarding	Seat comfort	Inflight entertainment	On-board service	Leg room service	Baggage handling	Checkin service	Inflight service	Cleanliness
15395	2	4	2	3	1	2	1	1	2	3	4	2	5	1
23113	3	3	3	3	3	4	2	4	4	4	4	4	4	3
122480	5	5	5	5	3	2	5	4	4	4	4	3	4	4
104509	3	5	3	3	3	3	2	3	3	4	4	4	4	3
105400	2	2	2	3	5	2	5	5	3	1	3	4	4	5
33417	1	5	5	5	1	1	3	1	2	5	2	2	3	1
39501	2	2	2	3	5	2	5	5	5	2	1	3	1	5
114808	3	3	3	3	3	5	4	3	3	4	3	5	3	4
124677	5	5	5	5	4	4	4	4	5	2	4	4	5	4
78107	3	2	3	2	4	3	2	4	4	3	4	1	4	1
55279	4	5	4	2	2	3	4	2	2	4	2	4	2	3
12084	3	5	3	3	5	5	4	1	1	3	3	3	1	4
7755	1	2	1	3	3	1	3	3	1	3	3	1	3	3
7402	3	0	3	1	4	3	5	4	5	2	4	5	5	4
62458	3	3	3	3	3	2	3	3	1	5	2	2	4	3
63916	3	3	3	3	3	4	3	3	5	2	4	3	1	3
55179	4	4	4	4	3	5	5	3	3	2	3	5	3	3
114373	3	3	3	3	5	4	4	5	5	5	5	4	5	3
17078	3	5	5	2	5	5	5	5	2	2	4	1	5	5
67861	3	4	3	1	4	3	2	4	4	3	4	4	4	4
70924	4	4	4	4	4	4	4	4	4	4	5	5	5	4
65088	3	3	3	3	4	3	4	4	2	1	3	4	4	4
107486	3	3	3	4	3	3	3	3	3	5	4	1	4	3
51732	3	4	4	1	2	4	4	1	1	4	1	4	1	4
81386	2	2	2	2	5	4	4	4	4	4	4	5	4	5
88113	5	0	5	1	4	5	4	4	3	3	4	4	5	4
79095	1	5	1	2	5	1	5	5	4	3	4	3	4	5
64541	3	3	3	3	5	5	4	4	4	5	5	4	4	3
39077	5	5	5	5	2	5	2	2	3	5	5	5	5	2
117143	3	4	3	3	2	3	2	2	5	4	5	5	4	2
72167	2	2	2	4	4	2	4	4	4	3	3	3	4	4
87128	2	5	2	3	3	2	3	3	3	4	4	4	5	3
54217	3	1	2	1	5	3	4	3	3	3	3	4	3	4
73993	1	1	1	1	5	5	5	5	3	5	4	3	4	5
65024	1	4	1	1	3	1	3	3	5	3	5	4	4	3
91206	3	4	3	2	2	4	5	2	2	3	2	5	2	4
125124	5	5	1	3	1	1	1	1	4	1	4	1	5	1
105471	4	4	4	4	4	5	5	4	4	4	4	4	4	4
114880	3	3	3	5	3	3	3	3	5	2	5	3	4	3
117343	2	2	2	2	2	5	4	5	5	5	5	4	5	4
99332	2	5	2	5	2	1	1	5	5	1	1	1	5	1
77163	5	4	5	1	3	5	3	3	4	1	4	3	4	3
11627	2	2	2	2	5	4	5	4	4	4	4	4	4	4
89226	2	4	2	3	5	2	5	5	4	5	4	5	1	5
99495	5	5	5	2	5	4	5	4	4	5	4	5	4	3
26740	4	4	4	1	5	4	5	5	3	5	5	5	5	5
113813	4	2	1	2	2	5	5	4	4	4	4	3	4	1
22196	0	5	0	2	1	0	1	1	4	2	4	4	4	1
120335	3	2	2	2	3	3	4	3	4	2	3	2	3	3
82615	4	4	4	4	5	4	1	4	4	4	5	4	4	5
12956	4	4	4	4	3	4	3	3	5	1	5	3	1	3
95018	3	4	0	3	3	0	3	3	1	5	5	1	4	3
31196	3	3	2	3	4	3	2	5	5	5	5	2	5	3
100346	2	4	2	1	3	2	3	3	4	2	4	5	4	3
106686	3	2	2	2	3	3	3	3	4	2	3	4	3	3
97342	2	2	2	2	1	4	4	2	2	2	2	1	2	1
98447	2	0	2	1	5	4	4	2	2	2	2	4	2	5
4750	5	5	5	5	4	4	4	4	5	5	5	5	5	4
60210	1	1	1	1	3	4	5	5	5	5	5	5	5	5
62194	2	3	3	3	2	2	2	2	3	3	1	2	2	2
72328	4	4	4	4	2	4	4	4	4	4	4	3	4	3
73980	5	2	5	5	4	5	5	4	4	4	4	5	4	3
69277	2	4	2	4	1	2	1	1	3	5	4	4	3	1
80127	3	3	3	3	3	3	3	3	3	4	4	3	4	3
34491	1	1	1	2	4	1	4	4	2	2	3	3	5	4
4989	3	0	3	5	2	3	2	2	3	3	4	5	5	2
68756	4	4	4	4	4	5	5	4	4	4	4	3	4	5
102348	1	3	3	3	4	2	2	1	1	1	1	2	1	4
36044	5	5	5	5	3	4	4	4	4	4	4	1	4	1
74470	4	4	4	4	3	5	4	5	5	5	5	3	5	5
87470	3	3	3	3	5	4	4	4	4	4	4	3	4	5
67637	2	2	5	2	5	5	5	5	5	5	4	4	5	5
124210	4	2	5	3	2	5	2	2	3	1	3	1	4	2
83275	4	4	4	4	3	1	4	4	4	4	4	1	4	3
112107	3	1	3	2	2	3	2	2	2	4	2	2	3	2
48334	1	1	1	1	2	1	5	2	2	2	2	2	2	3
106310	4	4	4	4	4	4	4	4	2	2	4	1	3	4
41130	2	0	2	4	4	2	4	4	2	3	4	1	4	4
79716	2	5	2	4	4	2	4	4	3	4	4	4	5	4
89247	5	4	5	3	5	5	5	5	5	2	4	4	5	5
46749	2	5	2	2	1	5	3	2	2	2	1	5	2	2
104536	2	2	2	2	2	2	2	2	2	1	3	1	3	2
34075	3	4	3	4	4	4	3	5	5	3	5	2	5	4
9716	2	5	0	1	1	0	1	1	5	4	4	5	4	1
69984	3	3	3	3	3	3	3	3	4	2	3	1	3	3
22736	2	4	2	2	3	5	3	5	5	5	5	1	5	5
4317	1	0	1	3	5	1	5	5	3	5	5	4	5	5
79183	2	4	2	2	2	1	2	4	3	4	5	2	5	2
56316	0	5	0	4	2	4	5	4	4	3	3	5	4	4
82864	1	1	1	1	5	5	5	5	3	3	5	3	4	5
95410	3	4	3	4	3	3	3	3	4	3	5	5	4	3
11378	0	4	0	1	5	5	5	5	5	5	5	5	5	5
89473	5	5	5	5	2	4	5	5	5	5	4	4	5	3
77484	3	3	3	3	4	5	5	5	5	5	5	3	5	3
68745	4	0	4	4	2	4	2	2	4	5	4	3	4	2
98324	4	4	4	4	4	5	5	4	4	4	4	5	4	4
128029	2	1	1	1	2	3	3	2	2	2	2	4	2	4
86698	3	3	3	3	3	5	5	4	4	5	4	3	4	5
108769	5	5	5	5	2	5	5	5	5	5	5	3	5	4
14209	1	3	1	3	2	1	2	2	3	4	3	4	4	2
16517	1	4	1	3	5	1	5	5	3	3	4	4	4	5
53028	5	3	4	3	5	5	5	5	5	4	3	2	4	5
34411	2	3	2	3	3	2	3	3	1	1	1	5	4	3
10912	4	1	4	4	5	4	5	5	4	4	4	1	3	5
82643	2	5	2	2	3	2	3	3	5	3	5	4	5	3
58063	4	5	4	5	4	4	4	4	3	4	5	5	4	4
8743	3	4	3	2	2	3	2	2	4	5	4	5	4	2
102697	2	2	2	2	5	4	5	4	4	3	4	4	4	5
66949	4	4	4	4	5	5	4	4	4	4	4	5	4	3
101693	1	1	1	1	4	1	4	4	4	1	2	2	1	4
47637	4	4	4	2	2	4	2	2	4	1	2	4	3	2
54573	3	2	3	3	5	3	5	5	4	3	2	4	3	5
51773	3	4	3	4	5	3	5	5	5	4	5	4	5	5
106397	1	3	3	3	1	1	1	1	3	5	3	2	3	1
25617	1	1	1	1	3	2	1	5	5	5	5	4	5	5
9119	4	4	4	5	2	4	2	2	4	1	4	1	5	2
38413	3	3	3	3	5	1	4	4	4	4	4	4	4	3
87729	2	4	2	2	2	5	4	3	3	2	4	4	3	4
105985	2	1	2	3	5	2	5	5	2	2	3	4	4	5
38751	4	5	4	1	1	4	1	1	2	4	4	1	4	1
43102	1	4	1	4	1	5	5	5	3	4	5	5	4	5
26451	4	4	4	4	4	5	4	4	2	2	2	4	5	4
79077	5	5	5	2	4	5	4	4	3	5	5	4	5	4
123292	4	2	4	2	4	4	5	4	1	5	2	4	3	4
35413	4	3	3	3	4	4	3	4	4	4	4	1	4	2
111715	3	5	3	2	2	4	4	3	3	3	3	3	3	3
23041	4	4	4	2	4	4	5	4	5	2	4	3	4	4
97251	2	5	1	1	1	1	1	1	5	4	5	5	4	1
39083	5	2	2	2	5	5	5	5	1	4	4	5	3	5
26734	3	1	1	1	3	4	3	3	2	5	3	5	4	3
117706	3	4	4	4	5	4	5	5	5	2	4	3	5	5
124860	2	2	2	3	1	2	1	1	4	1	3	4	3	1
29082	3	4	4	2	5	4	5	5	3	2	4	3	5	5
97225	4	0	4	1	2	5	4	4	4	4	4	4	4	5
117538	5	5	5	5	3	4	5	4	4	4	4	3	4	3
77954	3	3	5	3	2	5	5	5	5	5	5	3	5	3
73143	3	2	3	2	1	3	1	1	4	4	3	3	3	1
8266	5	5	5	2	5	4	5	2	2	5	2	4	2	4
74683	2	4	2	4	1	2	1	1	4	1	4	2	4	1
70899	5	0	5	2	3	5	3	3	3	5	5	4	5	3
118901	3	3	3	3	5	5	5	5	3	5	5	5	5	5
88290	3	1	3	1	3	4	4	3	3	3	3	1	3	2
103993	3	3	3	3	3	3	3	3	3	5	3	3	4	3
95031	3	3	3	3	4	3	4	4	4	5	4	3	4	4
93185	2	2	2	2	2	2	2	2	2	3	3	2	3	2
79726	3	5	3	2	4	3	4	4	3	2	5	4	5	4
13971	2	5	0	4	1	0	1	1	3	5	4	5	4	1
42662	2	2	2	4	3	3	3	2	2	2	2	2	2	3
52291	2	2	3	2	2	2	2	2	3	4	3	4	3	2
119706	4	4	4	4	4	4	4	4	5	2	4	5	5	4
128658	4	4	4	4	4	3	4	2	2	2	2	5	2	5
35801	4	4	4	4	4	4	4	4	4	4	4	3	4	5
96644	2	2	2	2	4	4	4	4	3	4	4	4	5	4
107104	3	3	3	3	5	4	5	5	5	5	5	5	5	5
97669	2	0	3	4	2	3	2	2	1	4	4	2	3	2
32592	0	3	1	2	2	2	2	2	4	5	4	2	3	2
3588	1	1	1	1	4	5	5	5	5	5	5	3	5	3
123336	2	5	3	2	5	3	5	5	2	3	2	4	2	5
41012	4	4	4	4	5	4	5	5	4	4	5	4	4	5
55483	2	2	2	2	5	5	5	5	5	4	4	3	4	5
112606	4	5	2	5	4	4	4	4	2	1	2	5	3	4
49700	1	1	1	1	4	4	4	5	5	5	5	2	5	1
4724	3	3	3	1	5	3	5	5	4	3	4	4	5	5
109035	3	3	3	3	2	4	4	4	4	4	4	4	4	5
55708	4	4	4	3	3	5	4	4	4	4	1	3	4	3
104267	3	4	3	3	3	3	1	3	5	4	5	5	5	3
88381	2	2	2	3	2	2	2	2	2	5	3	2	3	2
112964	4	5	4	1	5	4	5	5	4	3	2	4	3	5
85674	3	4	3	2	5	3	5	5	4	5	4	4	4	5
105316	1	1	1	1	4	5	4	2	2	2	2	4	2	5
59148	2	5	2	2	3	2	3	3	2	5	2	4	5	3
100235	2	2	2	2	2	2	2	4	5	4	5	2	4	2
63985	4	4	4	4	2	4	4	2	3	2	5	4	5	2
122280	4	1	3	4	2	3	5	2	2	5	3	2	4	2
66415	4	4	4	5	1	4	1	1	3	2	5	3	4	1
101096	3	3	3	3	3	3	3	3	4	3	5	4	4	3
116648	1	1	1	4	3	1	3	3	4	4	4	1	3	3
73727	4	5	4	1	3	4	3	3	5	3	4	4	4	3
111734	1	1	1	1	5	5	5	5	5	3	4	4	4	5
61142	3	3	3	4	1	3	1	1	4	2	4	4	4	1
55727	3	3	3	3	2	5	5	4	4	4	4	5	4	3
3636	2	3	3	3	4	3	4	4	4	5	4	3	4	4
126238	3	1	3	3	4	3	4	4	2	4	3	1	4	4
43685	5	3	4	4	5	5	5	5	3	5	5	2	5	5
89298	2	4	2	5	3	5	5	3	3	2	3	3	3	5
72576	5	5	5	5	3	4	2	4	4	5	4	4	4	2
65744	2	5	2	1	5	2	3	5	5	1	4	3	1	5
61903	3	3	3	3	3	4	4	2	2	2	2	3	2	3
1650	5	5	5	5	5	5	5	4	4	4	4	4	4	3
6027	3	2	4	2	4	2	2	3	3	2	3	4	3	2
109037	5	5	5	2	1	5	1	1	5	4	4	4	5	1
114157	1	1	1	1	5	4	5	2	2	2	2	5	2	5
40798	3	2	2	2	3	3	3	3	1	4	4	1	3	3
110585	4	4	5	3	2	4	4	2	2	5	2	1	2	3
48427	4	2	2	2	3	3	1	4	4	4	4	3	4	5
41614	5	1	1	1	4	3	1	5	5	5	5	3	5	1
83280	0	4	0	3	5	3	3	4	4	0	4	1	4	2
93056	0	0	0	3	4	5	4	2	2	2	2	3	2	4
72984	1	1	1	1	4	5	5	4	4	4	4	4	4	3
81490	2	4	2	1	5	2	5	5	5	5	5	3	4	5
112626	2	1	2	4	4	2	4	4	4	2	3	2	4	4
87676	4	1	1	1	4	4	4	4	4	4	2	3	3	4
65544	3	3	3	3	4	4	4	4	3	4	4	3	5	4
33106	3	2	3	4	3	3	3	3	2	1	4	2	3	3
93275	1	3	1	3	1	1	1	1	3	4	4	2	4	1
61946	4	4	4	3	3	4	3	3	3	5	3	3	3	3
18869	2	4	2	4	4	2	4	4	1	1	4	3	4	4
77746	2	3	2	4	3	2	1	3	5	5	1	5	4	3
85103	2	2	2	3	5	2	4	5	5	5	4	4	5	5
84125	3	3	3	4	2	3	2	2	4	5	3	2	4	2
21911	1	2	1	4	2	1	2	2	4	4	3	3	4	2
50933	2	5	2	3	2	2	2	2	3	2	3	3	1	2
67028	1	1	1	1	5	5	4	4	4	4	4	3	4	5
105002	3	4	3	3	3	3	3	3	5	3	5	3	4	3
50721	3	1	3	3	2	3	4	5	5	3	5	3	5	2
40055	0	0	0	1	5	0	3	5	3	5	2	1	3	5
41215	0	4	0	4	5	4	4	2	2	0	2	2	2	1
17332	2	4	2	1	4	3	1	2	2	2	2	4	2	4
101229	3	5	5	5	1	4	4	3	3	3	3	2	3	2
78222	3	5	3	3	2	3	2	2	3	3	2	5	3	2
50688	4	1	4	3	1	4	5	1	3	2	3	4	3	1
123712	3	1	3	4	1	3	1	1	3	5	4	3	3	1
56690	3	5	3	4	3	3	1	3	4	5	4	5	1	3
31506	2	4	4	4	2	2	2	2	1	4	3	4	2	2
111346	2	3	2	3	5	2	5	5	1	4	3	2	3	5
45616	3	2	2	2	3	3	3	3	3	5	4	3	3	3
52040	2	4	2	4	4	2	4	4	3	3	3	2	4	4
16250	1	1	2	1	4	4	4	4	1	4	4	5	3	4
115329	1	5	5	5	4	4	3	1	1	1	1	2	1	4
26421	2	4	2	1	5	2	2	5	3	3	4	4	5	5
18984	1	1	1	1	5	4	3	4	4	4	4	2	4	2
20554	3	2	2	3	5	2	1	5	1	5	3	2	4	5
38026	4	3	3	3	4	4	4	4	4	5	3	1	3	4
79871	2	2	1	2	3	4	4	4	4	4	4	5	4	4
73158	4	4	4	4	2	5	5	4	4	4	4	3	4	5
28832	0	0	0	2	1	3	1	1	1	2	2	2	1	1
33748	2	2	2	4	1	2	1	1	3	2	4	5	5	1
99463	4	4	4	4	2	5	4	4	4	4	4	4	4	4
20437	1	1	1	1	5	4	5	4	4	4	4	4	4	5
66068	3	4	3	4	5	3	1	5	3	3	5	4	4	5
52144	5	5	5	5	3	5	4	4	4	4	4	5	4	3
67662	1	1	1	1	3	5	5	5	5	5	5	3	5	4
26383	5	4	4	4	5	5	3	5	1	4	1	5	4	5
13991	4	0	3	2	3	3	3	3	5	4	3	2	5	3
7941	3	3	3	3	3	4	5	4	4	4	4	5	4	5
123907	2	3	2	1	1	5	4	4	4	2	4	2	4	4
35001	2	2	2	1	2	2	2	2	3	5	2	2	2	2
96149	4	4	3	4	2	5	5	4	4	4	4	5	4	3
48744	4	4	2	4	4	5	5	4	4	4	4	3	4	5
11665	2	3	3	4	1	3	1	1	3	3	3	4	3	1
74934	2	1	3	1	5	3	4	2	2	2	2	4	2	2
52505	5	4	5	3	5	5	5	5	3	5	3	1	4	5
49767	2	2	2	2	2	3	5	4	4	4	4	2	4	5
108313	1	1	1	1	4	3	4	5	5	5	5	5	5	5
106275	1	1	1	1	4	5	5	4	4	4	4	4	4	4
81216	1	1	1	1	5	5	5	5	3	3	2	5	5	5
72663	1	4	1	4	3	1	3	3	5	3	5	5	4	3
44578	5	1	5	3	2	5	2	2	5	5	1	4	2	2
11585	4	5	5	5	3	4	3	3	1	2	3	4	4	3
61659	2	2	4	2	3	4	5	4	4	4	4	4	4	5
103548	3	4	3	3	1	3	4	1	5	5	4	3	5	1
12710	2	3	3	3	4	4	3	2	2	2	2	4	2	2
64289	1	1	3	1	5	4	4	5	5	5	5	5	5	4
37167	4	4	4	5	3	4	3	3	4	2	5	5	5	3
71043	1	5	4	5	5	2	1	1	1	1	1	3	1	4
116477	3	2	3	3	1	3	1	1	3	5	4	4	3	1
87117	2	4	2	3	5	4	2	5	5	2	4	4	5	2
48289	2	2	2	3	5	2	1	5	4	1	4	4	2	5
76377	2	2	2	2	2	5	4	4	4	4	4	5	4	5
117167	3	5	3	1	5	4	4	1	1	3	1	4	1	3
103914	3	3	3	3	4	4	4	4	4	4	4	4	4	5
118152	2	2	2	2	2	4	5	4	4	4	4	5	4	4
71923	1	1	1	1	5	3	4	4	4	4	4	4	4	4
129421	1	1	1	1	4	4	4	4	4	4	5	5	4	4
37395	3	4	4	4	3	3	3	3	5	5	5	5	2	3
66657	3	1	2	1	4	3	3	2	3	4	3	3	1	3
31419	3	1	1	1	1	3	3	3	3	3	3	4	3	1
127605	4	4	4	4	3	3	4	4	4	5	4	4	4	3
71861	4	1	4	3	3	4	3	3	3	3	3	4	3	3
66490	3	3	3	3	4	4	4	5	5	5	5	3	5	3
14055	3	2	2	2	3	4	4	3	1	5	2	1	1	3
13455	3	5	5	4	1	3	1	5	5	5	5	5	5	4
85305	3	5	3	1	3	3	2	3	5	3	3	4	5	3
59158	4	4	4	4	5	4	5	5	4	3	3	4	5	5
20406	4	4	3	2	3	3	4	3	5	5	5	5	5	3
106766	2	4	2	4	5	2	3	5	3	2	5	3	5	5
125489	3	4	3	1	3	1	1	2	3	5	1	1	5	1
95434	3	2	2	2	4	3	4	4	3	3	4	3	4	4
124251	1	5	1	5	3	4	5	1	1	1	1	3	1	3
64875	2	1	1	1	2	2	2	2	3	4	3	2	3	2
7135	4	2	2	2	3	3	4	3	3	3	4	1	3	1
111773	5	5	5	5	5	4	5	4	4	4	4	3	4	3
14105	2	0	5	3	5	5	5	5	3	2	5	4	5	5
45026	2	1	0	2	1	3	2	4	4	0	4	3	4	2
113491	5	5	5	5	5	4	5	4	4	4	4	3	4	5
40000	2	1	1	1	2	2	2	2	1	2	3	1	3	2
74831	2	2	2	2	2	5	4	4	4	4	4	5	4	5
72577	4	2	2	2	4	4	4	4	2	1	4	3	4	4
7067	4	4	3	4	4	4	4	4	4	4	4	5	4	3
120134	1	5	5	5	1	1	1	1	1	3	3	3	3	1
29871	3	0	3	5	1	3	1	1	4	3	1	1	2	1
13446	1	2	1	4	4	1	2	4	2	3	4	4	3	4
107578	2	5	2	4	5	2	5	5	4	4	4	3	4	5
126057	5	5	5	5	4	4	4	4	4	3	5	4	4	4
35755	3	2	2	2	3	3	3	3	1	3	3	4	4	3
109118	1	1	1	3	5	1	5	5	3	1	4	3	3	5
118412	2	2	2	2	4	5	4	5	5	5	5	3	5	4
29295	4	5	5	5	2	3	4	4	4	4	4	2	4	1
84006	5	4	5	4	3	5	3	3	5	4	4	4	1	3
30750	4	4	4	5	3	4	4	5	5	4	5	3	5	4
36508	2	2	3	2	1	2	1	4	4	4	4	3	4	5
62817	2	2	2	2	2	3	3	4	1	1	3	3	1	3
126974	4	0	4	3	4	4	4	4	5	3	5	3	5	4
8609	3	4	3	3	4	3	4	4	4	5	4	5	4	4
112789	5	5	5	5	4	4	5	5	5	4	5	3	5	5
20276	1	4	1	4	3	1	3	3	3	2	3	3	3	3
109566	1	0	1	3	4	5	4	2	2	1	1	1	2	5
19539	5	5	5	5	4	4	2	4	4	4	5	3	4	5
92988	5	5	5	5	5	4	4	4	4	4	4	3	4	5
15617	4	4	4	3	4	4	5	4	3	5	4	3	4	4
56703	2	3	2	2	4	2	4	4	3	5	2	3	2	4
106743	3	3	3	3	2	5	4	4	4	4	4	3	4	5
43603	4	2	4	3	4	4	4	4	1	3	3	1	3	4
129459	4	4	5	4	5	4	4	5	5	5	5	5	5	4
57145	1	1	2	1	4	5	4	4	4	4	4	3	4	5
34225	2	5	2	1	5	2	5	5	5	2	4	4	5	5
101536	1	4	1	3	4	1	4	4	1	4	2	2	5	4
9662	4	4	4	4	5	5	5	5	5	5	5	5	5	4
7667	3	3	3	3	4	3	4	4	3	4	3	2	4	4
40885	3	3	3	3	4	4	4	1	1	3	1	2	1	4
40754	5	5	1	5	5	4	5	5	1	3	3	2	4	5
36999	5	1	5	3	1	5	5	1	4	1	3	1	4	1
82526	4	5	4	3	2	4	2	2	1	5	2	3	3	2
124187	3	3	4	3	5	5	5	3	3	3	3	5	3	5
88486	4	5	5	5	4	4	4	4	3	2	1	4	4	4
47426	2	5	5	5	4	4	4	2	2	2	2	4	2	2
13777	2	2	2	2	1	2	1	1	2	3	5	2	1	1
63436	2	5	2	1	3	2	3	3	3	2	5	3	5	3
106025	3	3	3	3	2	4	5	4	4	4	4	3	4	3
8618	3	3	3	3	5	4	5	4	4	4	4	3	4	4
12426	1	4	1	5	1	1	1	1	4	3	4	5	4	1
111585	3	4	3	3	3	3	3	3	5	4	5	3	5	3
56874	2	2	2	2	4	4	4	3	5	4	5	4	3	4
65155	1	4	0	4	5	0	5	5	1	4	4	4	4	5
98599	2	2	2	2	3	4	4	5	5	5	5	4	5	4
90532	3	4	3	3	2	4	4	3	3	3	3	5	3	4
20917	4	1	1	1	4	4	5	4	5	1	2	2	1	4
75206	3	3	3	4	5	3	5	5	2	5	4	3	4	5
106124	2	2	2	2	3	4	4	5	5	5	5	4	5	3
99337	2	3	3	3	5	1	4	3	3	3	3	1	3	4
129196	1	1	1	1	1	1	1	1	2	3	4	4	3	1
43557	4	4	4	4	3	4	3	3	3	4	4	4	4	3
96276	3	4	3	1	4	3	4	4	2	1	4	1	4	4
91428	2	3	1	3	2	1	2	2	4	4	4	5	2	2
48850	4	4	4	4	4	4	4	4	5	3	1	5	2	4
47645	1	1	1	1	4	4	4	4	5	1	2	2	5	4
59855	4	0	4	3	3	4	4	3	3	3	5	4	4	3
85699	4	5	5	5	2	5	3	4	4	4	4	4	4	2
82355	2	1	1	1	3	4	4	2	2	2	2	2	2	1
60366	5	5	5	5	5	4	5	5	5	5	5	5	5	4
79001	5	5	3	5	3	5	5	5	5	5	5	3	5	4
109173	0	3	0	1	3	0	3	3	3	5	5	5	5	3
59327	5	5	5	5	5	3	5	3	3	3	3	3	3	3
56517	5	5	5	4	2	5	2	2	5	5	5	3	5	2
82235	3	1	3	3	2	3	2	2	2	3	3	4	3	2
461	3	3	3	3	5	5	5	4	4	4	4	4	4	4
107051	3	4	1	4	3	3	3	3	2	1	3	4	3	3
111259	4	5	5	4	5	5	5	2	2	5	2	3	2	3
102504	4	4	4	3	1	4	1	1	3	5	5	5	5	1
59372	2	1	3	1	1	3	4	2	2	2	2	2	2	1
7945	2	1	2	3	1	2	1	1	3	4	4	2	3	1
15295	3	4	3	3	3	5	4	3	3	3	3	5	3	4
77633	2	2	2	2	5	2	5	5	3	3	2	2	1	5
27662	1	1	1	2	3	1	3	3	1	5	2	1	2	3
61131	2	3	2	4	3	2	1	3	4	5	3	4	4	3
49915	1	4	4	4	5	4	3	1	1	1	1	2	1	1
56003	3	0	3	1	3	5	4	4	4	5	4	4	4	4
8080	3	3	3	3	4	5	5	4	4	4	4	4	4	5
120512	3	2	3	3	1	3	1	1	3	3	4	4	3	1
63630	3	4	4	4	1	3	2	3	3	3	3	4	3	3
42502	2	3	3	3	2	4	4	2	2	2	2	4	2	3
78227	3	1	3	4	3	3	3	3	3	3	4	1	3	3
88430	3	3	3	3	5	3	5	5	4	3	4	5	5	5
86247	2	4	2	1	3	2	3	3	5	5	4	4	4	3
117226	1	3	1	1	4	1	4	4	3	2	2	5	3	4
39611	4	4	4	3	2	4	2	2	5	5	5	5	4	2
119727	4	2	2	2	4	2	3	4	4	4	4	1	4	4
107041	2	3	2	3	5	2	5	5	4	1	4	2	4	5
85336	2	2	2	2	3	5	4	4	4	4	4	5	4	4
120009	4	4	4	4	1	2	2	4	4	4	4	4	4	2
119382	3	3	3	3	3	5	4	4	4	4	4	5	4	5
19244	2	5	2	4	3	2	3	3	5	1	3	1	1	3
62356	2	1	1	1	2	2	1	2	2	1	2	4	4	2
115391	1	4	1	3	2	1	2	2	2	5	4	4	3	2
44871	3	3	3	3	5	3	5	5	2	2	4	4	4	5
96729	5	4	5	4	2	5	2	2	3	2	4	3	4	2
12511	3	3	3	1	4	3	4	4	1	3	3	1	4	4
97744	5	5	5	5	4	5	4	5	5	5	5	4	5	5
129050	2	3	3	4	5	2	5	5	3	1	3	4	4	5
20925	3	3	3	5	1	3	1	1	1	1	3	5	5	1
82942	3	3	3	3	4	5	4	5	5	5	5	3	5	4
88166	5	5	5	5	3	5	5	5	5	5	5	4	5	3
42181	4	2	2	2	4	4	4	4	4	2	4	4	5	4
45927	3	5	3	2	2	3	2	2	3	5	4	3	4	2
25403	4	1	5	1	4	4	4	4	5	4	1	4	1	4
112612	1	1	1	1	5	5	5	5	2	2	3	4	5	5
94036	5	5	5	5	3	4	4	4	4	4	4	3	4	3
78033	5	0	0	1	3	5	4	5	5	0	4	3	5	4
60881	4	4	4	4	2	4	4	5	5	5	5	4	5	4
69917	2	3	2	1	4	2	4	4	5	1	5	1	3	4
32696	4	3	3	3	5	4	3	1	1	1	4	1	1	3
56492	2	2	3	2	4	4	4	4	4	4	5	4	5	4
18099	4	5	3	2	5	3	5	5	3	5	2	2	1	5
66563	3	4	3	3	3	5	5	5	5	3	3	5	5	3
31757	3	3	3	3	4	4	4	4	4	4	5	3	3	4
119463	5	5	5	5	4	5	5	4	4	4	4	4	4	5
99614	2	4	4	4	2	2	2	3	1	4	3	2	1	2
86855	1	3	1	3	3	1	3	3	2	5	2	4	4	3
91835	4	2	4	3	3	4	1	3	3	5	4	3	3	3
120437	5	5	5	5	4	4	4	4	4	3	4	5	1	4
29975	5	1	1	1	5	5	5	5	5	1	2	2	4	5
46071	4	4	4	4	4	5	5	4	4	4	4	2	4	3
58034	3	3	2	3	5	4	5	4	4	4	4	4	4	4
112984	1	1	3	1	2	3	4	4	4	4	4	3	4	4
83538	5	5	2	5	5	5	5	4	4	4	4	3	4	4
118233	5	5	5	5	5	5	4	3	3	4	3	3	3	3
72433	2	2	2	2	4	5	4	4	4	4	4	4	4	5
107245	3	1	5	3	2	4	4	4	4	5	4	4	4	3
11693	4	4	4	4	3	4	5	3	5	3	5	4	4	3
31308	3	3	3	3	1	4	4	3	3	3	3	2	3	4
121002	4	5	4	2	4	5	5	3	4	5	4	5	5	5
75043	3	3	0	2	2	0	2	2	4	3	5	3	3	2
89842	4	0	4	4	1	4	1	1	3	5	4	3	4	1
90947	5	1	1	1	5	5	5	5	3	1	1	2	2	5
99403	4	4	4	4	4	4	4	4	3	3	5	4	5	4
61802	3	4	3	4	3	5	4	5	5	3	5	4	5	5
33854	3	4	3	1	4	3	4	4	5	5	3	4	5	4
23237	4	4	4	4	3	4	5	2	2	2	2	4	2	3
25094	3	3	3	1	2	3	2	2	5	2	1	3	4	2
110347	3	3	5	3	2	4	5	5	5	5	5	3	5	4
94699	2	2	2	2	2	2	2	2	2	2	2	4	2	3
85935	2	1	1	2	4	1	5	4	3	3	5	4	5	4
43783	3	1	3	3	3	3	3	3	1	2	4	2	3	3
109242	3	4	3	1	2	3	2	2	5	3	5	5	4	2
8666	2	1	1	1	4	2	3	2	2	2	2	2	2	2
69075	1	1	1	3	4	1	4	4	4	2	3	3	3	4
18489	5	2	2	2	5	5	5	5	4	3	3	2	1	5
95118	1	5	1	2	5	1	4	5	3	4	5	5	4	5
