ID Accaunt_Open Age Gender Family_Members Education Status
719108358 yes 39 M 2 Post-Graduate Married
769323183 yes 51 M 4 Uneducated Single
820020258 yes 55 F 1 "High School" Single
719234883 yes 57 M 3 Graduate Single
807349158 yes 36 M 4 Doctorate Divorced
710799783 yes 35 M 2 Unknown Married
778456983 yes 38 F 2 Unknown Single
708644208 yes 39 F 2 Graduate Single
711659958 yes 65 F 0 Graduate Married
798988983 yes 51 F 2 Uneducated Married
710760258 yes 50 F 3 "High School" Married
799700208 yes 38 M 2 Graduate Single
772401933 yes 36 F 1 Unknown Single
787460883 no 41 M 3 Uneducated Married
770937183 yes 40 F 4 Graduate Single
715468083 yes 40 F 2 Doctorate Married
807161508 yes 26 M 1 Unknown Single
772268058 yes 46 F 4 Uneducated Single
710166783 yes 49 F 1 Graduate Married
804820233 yes 38 M 2 Unknown Divorced
708758658 yes 49 M 4 Graduate Married
714011358 yes 38 M 3 Graduate Divorced
712401033 yes 36 M 1 Unknown Single
771212508 yes 34 F 2 Unknown Single
821150958 yes 52 M 5 Graduate Single
792272658 yes 40 M 3 Graduate Single
809818008 yes 36 M 3 Uneducated Married
803231058 yes 53 M 3 "High School" Single
715698633 yes 40 F 2 Unknown Married
720450108 yes 54 M 1 Graduate Married
719076858 yes 34 M 4 College Single
720016308 yes 62 F 1 Unknown Single
712443558 yes 39 F 1 College Single
711835758 yes 50 M 3 Graduate Married
709284333 yes 36 M 1 Uneducated Divorced
788122533 yes 56 F 1 Graduate Married
709206333 no 44 F 4 Graduate Single
713039808 yes 45 M 4 College Married
801700233 yes 36 M 2 Graduate Single
716815308 yes 44 F 2 Uneducated Married
821149008 no 52 M 2 Graduate Single
720580383 yes 50 F 3 Graduate Married
780202908 yes 53 F 2 Graduate Single
787504158 yes 36 F 0 Unknown Married
716183283 yes 27 F 1 College Divorced
824168808 yes 31 F 1 College Divorced
712936908 yes 36 M 3 Unknown Single
719855958 yes 41 M 4 "High School" Single
710112933 yes 28 M 1 Uneducated Single
768364233 yes 59 M 1 "High School" Married
771725808 yes 43 M 3 Uneducated Unknown
780686358 yes 41 M 3 Unknown Married
712762758 yes 46 M 2 Graduate Married
714392808 yes 51 M 3 Unknown Married
713089458 yes 44 M 1 "High School" Married
826780683 yes 40 M 3 Graduate Married
780251658 yes 32 M 1 "High School" Married
772273983 no 48 M 4 Uneducated Single
737944908 yes 58 M 2 Unknown Married
720688158 yes 37 F 3 "High School" Single
719902908 no 51 M 3 Unknown Married
771682533 yes 43 F 3 Unknown Married
708193008 yes 41 M 4 Uneducated Single
772449858 yes 51 M 3 Graduate Divorced
715992558 yes 52 M 2 Doctorate Married
708502908 yes 61 M 2 "High School" Single
720132258 yes 49 M 3 Post-Graduate Single
708704433 yes 36 F 3 "High School" Single
720906033 yes 35 M 1 Graduate Married
719961183 yes 63 F 0 "High School" Married
718838808 yes 36 F 1 Post-Graduate Married
710268858 yes 33 F 4 Graduate Single
788360283 yes 33 M 1 Graduate Single
717914808 yes 65 M 1 "High School" Single
802884933 yes 61 M 1 Graduate Married
714436383 yes 44 M 4 Graduate Unknown
718785483 yes 38 M 1 Doctorate Single
708816408 yes 41 M 4 Uneducated Single
715363908 yes 44 F 4 Uneducated Married
709163358 no 41 M 5 Unknown Single
827643858 yes 45 F 2 Unknown Single
711251133 yes 37 M 0 Post-Graduate Single
716896833 yes 51 M 1 Unknown Single
789193383 yes 65 M 0 Uneducated Single
712801758 yes 37 F 1 Graduate Single
719836083 yes 54 M 4 Unknown Married
718291233 yes 46 M 4 Graduate Married
718682883 yes 41 M 2 Unknown Single
771503958 yes 49 M 2 Unknown Single
771960708 yes 51 M 2 Graduate Married
717427983 yes 50 F 3 "High School" Single
712737108 yes 48 F 4 "High School" Married
771599283 yes 53 M 2 Graduate Married
717237708 yes 54 M 2 Post-Graduate Single
710703708 yes 46 F 4 Unknown Single
712513458 yes 47 F 4 "High School" Single
709690158 yes 52 F 4 Graduate Married
709959858 yes 43 F 4 Graduate Single
720683958 yes 41 M 4 Uneducated Divorced
780704358 yes 34 M 3 Post-Graduate Unknown
717843783 yes 33 F 1 College Single
718318383 yes 49 M 1 "High School" Unknown
708849858 yes 44 M 3 Doctorate Single
712652283 yes 36 M 1 Uneducated Divorced
793461933 yes 37 M 3 "High School" Single
720084183 yes 46 M 3 Unknown Divorced
767114958 yes 65 M 0 Uneducated Single
709216533 yes 52 M 2 College Married
720897783 yes 50 M 1 Uneducated Married
773503308 yes 59 M 1 Uneducated Single
719963433 yes 37 F 3 Unknown Single
708139833 no 40 M 3 Graduate Unknown
710664558 yes 40 F 3 "High School" Married
713687508 yes 59 M 1 Doctorate Single
816312633 yes 52 F 3 College Married
712019883 yes 43 F 4 Unknown Unknown
718216008 yes 48 M 3 Graduate Married
718345233 yes 45 F 2 Graduate Unknown
771228183 yes 30 F 0 Graduate Divorced
789430083 yes 41 F 5 "High School" Single
779524833 yes 51 M 1 Unknown Single
823621083 yes 46 M 3 Graduate Married
715563558 yes 50 M 1 Unknown Married
715424283 yes 31 F 0 College Married
807209808 yes 48 M 1 "High School" Single
716578158 yes 39 F 1 Unknown Married
708911508 yes 50 F 2 Unknown Married
717332733 yes 47 M 4 Unknown Single
710681808 yes 53 M 3 "High School" Single
708740808 yes 45 M 4 Graduate Married
711728208 yes 46 M 4 Graduate Single
720562008 yes 34 M 2 Graduate Single
709012083 yes 39 M 1 Uneducated Married
771073908 yes 62 M 0 Unknown Married
718174908 yes 53 F 3 Uneducated Married
709550958 yes 51 M 3 Graduate Married
720411183 yes 34 F 1 "High School" Single
720776508 yes 44 F 2 Doctorate Single
755615208 yes 49 M 3 "High School" Single
708147108 yes 26 M 0 Graduate Divorced
827476983 no 56 F 2 College Single
716682258 yes 52 M 1 "High School" Divorced
708563433 no 65 F 0 "High School" Single
772277508 yes 65 F 1 Unknown Single
712515558 yes 35 M 1 College Single
719342808 yes 48 M 3 Graduate Single
788957358 yes 53 F 1 Graduate Single
778386033 yes 38 M 3 Uneducated Married
820060758 yes 50 F 1 College Single
713271708 yes 46 M 3 Uneducated Married
720555483 yes 48 M 3 Graduate Single
709405758 yes 36 M 2 Graduate Married
769463433 yes 41 F 2 Post-Graduate Single
786087633 yes 60 M 0 Unknown Married
738627708 no 49 F 2 Unknown Single
719527833 yes 45 F 4 "High School" Unknown
715921758 yes 36 M 2 College Single
717280158 yes 49 M 3 Graduate Married
714179658 yes 43 M 3 "High School" Single
806637558 yes 58 M 1 "High School" Married
714828708 yes 46 M 0 "High School" Divorced
711989358 yes 50 M 2 Graduate Single
720188508 yes 43 M 4 Graduate Single
719528958 yes 57 F 3 College Single
713110908 yes 30 M 1 Unknown Married
721179708 yes 48 F 2 Unknown Married
716363658 yes 51 M 2 Doctorate Single
711443808 yes 46 M 2 Unknown Divorced
778952058 yes 46 M 3 College Married
713642133 yes 45 M 4 Unknown Married
778908783 yes 52 M 3 College Married
778170633 yes 48 M 5 Graduate Married
714670533 yes 47 M 3 Unknown Single
771833433 no 49 M 2 "High School" Married
772758783 yes 43 M 1 Unknown Married
788959758 yes 47 F 4 Uneducated Single
716878533 yes 55 M 2 Unknown Married
713267133 yes 41 F 5 Post-Graduate Married
716263533 yes 44 M 5 "High School" Married
719026383 yes 35 F 2 Uneducated Married
821755233 yes 40 F 2 Unknown Married
709683633 yes 32 F 1 "High School" Single
714318033 yes 50 M 4 Unknown Married
828291858 no 38 M 3 College Single
779647608 yes 39 M 2 "High School" Single
787605558 yes 48 F 3 Graduate Divorced
771534408 yes 52 F 2 College Single
716219808 yes 49 M 3 Graduate Unknown
715690908 yes 46 F 3 Graduate Single
789125733 yes 38 F 4 Doctorate Married
717271983 yes 60 M 0 College Single
709695333 yes 48 M 2 "High School" Single
712233183 yes 45 F 2 Graduate Single
716645883 yes 47 M 2 Unknown Unknown
711762408 yes 43 M 2 Doctorate Divorced
818305008 yes 41 F 2 Graduate Married
788159433 yes 53 M 2 Unknown Single
709104333 yes 50 M 5 Post-Graduate Married
708112008 yes 56 M 2 Graduate Married
714731208 yes 63 F 0 Uneducated Unknown
710006958 yes 53 F 1 "High School" Single
815062383 yes 35 F 2 "High School" Married
778447908 yes 51 M 2 College Married
720725058 no 51 F 1 Graduate Single
803415183 yes 44 M 3 Unknown Single
708582858 yes 38 M 3 Graduate Single
779833908 yes 40 F 2 Graduate Divorced
818687958 yes 48 M 2 Graduate Divorced
708714108 yes 42 F 3 "High School" Single
754872333 yes 50 M 2 Graduate Married
718637208 yes 54 F 2 Graduate Single
816772908 yes 38 M 3 "High School" Single
711935283 no 55 M 5 Post-Graduate Single
716950758 no 46 M 4 "High School" Married
716497908 yes 49 F 1 Doctorate Married
809358708 yes 38 M 3 Unknown Single
716037708 yes 50 M 0 Uneducated Divorced
717804783 yes 40 F 3 Graduate Single
715338783 yes 32 M 1 "High School" Single
779645658 yes 49 M 3 Graduate Single
787565433 yes 53 M 2 Post-Graduate Married
717287883 yes 57 M 3 Graduate Married
715746633 yes 64 F 0 Graduate Single
720635883 yes 34 M 3 Unknown Unknown
710077008 yes 43 M 2 Uneducated Single
804437658 yes 42 F 3 Doctorate Married
780000258 yes 48 M 3 Uneducated Single
825785508 yes 49 M 3 "High School" Single
720252858 yes 57 M 3 College Single
710017758 yes 44 M 4 Graduate Single
711750183 yes 63 F 2 Graduate Single
718364283 yes 43 M 3 Graduate Single
711638658 yes 33 M 4 "High School" Single
711046383 yes 55 M 2 Graduate Single
720877083 yes 50 M 2 Graduate Married
715662258 yes 49 F 3 Unknown Unknown
715570533 no 48 M 3 Post-Graduate Unknown
758202858 yes 47 F 3 "High School" Unknown
712872183 yes 35 F 4 Uneducated Single
710014683 yes 31 F 0 Graduate Single
716934333 yes 50 M 3 Uneducated Single
778523733 yes 38 M 3 Graduate Single
716353083 yes 39 M 3 Graduate Single
753642933 yes 52 F 3 "High School" Single
708151008 yes 49 F 4 Graduate Married
789646158 yes 49 M 4 Uneducated Married
712423233 yes 44 M 3 "High School" Divorced
719806233 yes 36 M 1 Graduate Single
786509358 yes 44 M 3 Unknown Married
711502908 yes 44 M 3 Graduate Single
748617858 yes 35 M 5 Uneducated Single
721532583 no 45 M 4 Graduate Married
789244308 yes 56 M 4 College Single
709330383 yes 37 F 1 Graduate Single
719136183 yes 48 F 3 Uneducated Married
716939358 yes 43 F 3 Graduate Divorced
778155558 yes 45 M 3 Unknown Married
713461533 yes 54 M 3 Graduate Single
803776533 yes 46 M 2 Post-Graduate Single
714857508 yes 44 F 4 Doctorate Married
720348933 yes 44 M 3 Graduate Single
721158108 yes 38 M 2 Graduate Single
789043008 yes 55 F 2 Post-Graduate Divorced
713362158 yes 50 M 3 Unknown Single
712623258 no 42 F 3 Graduate Married
708494583 yes 49 F 3 Uneducated Divorced
718394658 yes 31 F 0 Graduate Single
719398158 yes 51 M 2 Unknown Unknown
711885258 yes 47 F 4 "High School" Married
789161358 yes 30 F 0 Graduate Married
787581858 yes 46 M 2 Unknown Unknown
779198133 yes 45 F 3 "High School" Divorced
708314808 yes 53 F 2 College Married
720508233 no 62 M 0 Unknown Single
717134058 yes 65 F 1 Unknown Single
783366483 yes 44 F 3 Unknown Married
715412583 yes 51 M 3 Post-Graduate Married
719562108 yes 28 F 0 Uneducated Single
754457883 yes 49 M 2 Unknown Single
742552683 yes 44 F 3 "High School" Married
711455133 yes 55 M 3 College Single
716387733 no 49 M 4 Graduate Single
772571508 yes 34 F 2 "High School" Single
718815108 yes 50 M 2 Unknown Married
719266158 yes 42 M 2 Graduate Divorced
720708183 yes 53 F 1 Uneducated Divorced
767523933 yes 53 M 3 "High School" Single
797466033 yes 32 M 1 "High School" Married
771886233 yes 48 M 1 Unknown Married
712612233 yes 35 M 4 Graduate Single
716516208 yes 45 M 4 Graduate Married
709950858 yes 45 M 5 College Single
779882508 yes 53 F 2 Unknown Single
717472833 yes 42 M 4 Unknown Single
712665633 yes 43 F 3 Graduate Married
709562358 yes 55 F 2 Unknown Single
715391433 yes 38 M 0 Graduate Married
708722583 yes 39 F 4 Uneducated Single
720452508 yes 51 F 1 College Married
714566958 yes 44 M 3 "High School" Married
816084333 yes 42 M 2 Unknown Single
806179683 yes 63 F 1 College Single
806244183 yes 39 M 2 Graduate Divorced
787999533 yes 52 M 2 "High School" Single
718358808 yes 57 F 2 "High School" Divorced
718474683 yes 36 M 0 "High School" Married
716908158 yes 42 F 3 College Married
713984208 yes 52 M 4 Graduate Married
713013483 yes 40 F 4 Graduate Divorced
754599558 yes 40 F 3 College Single
788739633 no 38 M 1 Unknown Married
712411908 yes 44 M 3 "High School" Married
717538683 yes 43 M 3 Graduate Married
709447908 yes 45 M 2 Graduate Married
816834933 yes 34 F 4 Graduate Single
718963158 yes 49 M 1 Unknown Single
714358008 yes 53 F 1 College Divorced
720758808 no 38 M 3 College Single
708255633 yes 36 M 1 Graduate Single
716101308 yes 48 M 3 Unknown Married
715986258 yes 53 F 1 Uneducated Single
715858008 no 49 F 1 Uneducated Married
806226933 yes 37 M 2 "High School" Unknown
708361833 yes 44 M 4 Graduate Married
778422933 yes 42 F 1 Unknown Single
708957183 yes 48 M 0 Unknown Divorced
718000383 yes 60 F 1 Graduate Single
714466458 yes 49 F 2 "High School" Married
719608308 yes 37 M 2 "High School" Single
792995808 yes 57 F 3 Post-Graduate Single
716211258 yes 59 F 1 College Unknown
779289033 yes 46 F 3 Uneducated Single
719356008 yes 39 F 3 Graduate Single
718503108 yes 40 M 3 Unknown Married
779661033 yes 49 M 4 Unknown Married
813053733 no 53 M 4 Unknown Single
718354683 yes 59 F 0 Graduate Single
720529308 no 63 M 0 "High School" Single
787578183 yes 36 M 3 "High School" Single
737952333 yes 64 M 1 Graduate Single
779498058 yes 39 M 2 Graduate Married
799707858 yes 50 F 1 "High School" Married
719543208 yes 38 F 3 Uneducated Single
797743233 yes 45 M 3 Uneducated Unknown
710658483 no 47 M 4 Graduate Unknown
715399908 yes 54 F 2 "High School" Single
710288883 yes 40 F 1 Graduate Married
719912808 yes 52 M 2 "High School" Single
720247158 yes 63 M 0 Graduate Single
718672233 yes 48 F 1 Graduate Single
789593058 yes 46 M 5 College Married
710278458 no 52 M 2 "High School" Single
714467733 yes 45 M 2 Graduate Married
803026008 yes 48 M 3 Unknown Married
772000533 yes 59 M 1 Graduate Married
811035483 no 47 M 3 Uneducated Divorced
715480983 yes 55 F 2 College Single
819997983 yes 53 M 5 Unknown Married
807593058 no 41 F 3 Unknown Single
720437358 yes 40 M 3 Graduate Single
719465733 yes 52 F 2 "High School" Single
711978858 yes 59 M 2 Graduate Single
814364808 yes 36 F 2 Uneducated Married
788820933 yes 59 M 2 Graduate Single
713316558 yes 41 M 4 "High School" Married
779856483 yes 38 M 2 Post-Graduate Single
717085983 yes 44 F 2 "High School" Single
788030208 no 42 F 2 Uneducated Single
709914858 yes 48 F 2 Graduate Married
716111808 yes 57 F 2 Unknown Married
708618933 yes 34 M 2 Uneducated Single
720446508 yes 50 F 2 Uneducated Single
756488883 yes 41 M 2 Uneducated Single
708414033 yes 50 M 4 Graduate Married
756727233 yes 49 M 2 "High School" Single
720379533 no 47 M 3 Unknown Unknown
720340383 yes 45 F 2 Graduate Married
771453033 yes 47 M 3 "High School" Married
708747708 yes 43 M 3 Graduate Married
712460433 yes 39 M 2 Uneducated Single
719801508 yes 36 M 1 Uneducated Unknown
720983733 no 44 M 3 Unknown Single
713657733 yes 47 M 4 Unknown Single
709955958 yes 41 F 1 "High School" Single
719099583 no 42 M 3 Graduate Married
719513733 yes 48 M 3 Doctorate Married
710654808 no 46 M 4 Graduate Single
719651358 yes 46 F 4 Uneducated Single
718917408 yes 46 F 3 Graduate Married
808753758 yes 52 M 2 Uneducated Divorced
711699183 yes 56 M 2 Uneducated Divorced
711196458 no 38 F 1 Unknown Married
772565883 yes 41 M 0 "High School" Single
717203958 yes 51 M 3 Graduate Married
769701258 yes 26 F 0 Unknown Unknown
714933783 yes 51 M 2 Graduate Married
717650133 yes 41 M 5 Graduate Single
708707808 yes 57 M 2 Graduate Unknown
717331758 yes 44 M 4 Graduate Married
801385458 yes 52 M 1 Uneducated Married
710605458 yes 49 M 2 "High School" Married
719570733 yes 52 M 2 Unknown Single
708646233 yes 44 F 1 Unknown Divorced
766006758 yes 63 M 1 "High School" Married
710695083 yes 44 M 3 College Single
709224033 no 53 M 4 Uneducated Single
795991758 yes 47 F 3 Unknown Married
709381383 yes 49 M 4 Graduate Married
810321933 yes 35 M 3 "High School" Unknown
716235783 yes 45 M 3 College Married
758833758 yes 45 M 4 Unknown Married
713579733 yes 36 M 2 College Single
804649833 yes 42 M 3 Post-Graduate Married
780971583 yes 46 M 1 Graduate Divorced
804673308 no 49 M 5 Uneducated Married
788747358 yes 50 M 0 "High School" Divorced
713199558 yes 57 F 3 Doctorate Single
713777883 yes 46 F 0 Graduate Divorced
771081558 yes 55 M 2 "High School" Divorced
710229333 yes 38 M 2 College Single
720406233 yes 35 F 2 Graduate Married
767784708 no 48 M 0 Doctorate Married
712052058 yes 57 M 3 Graduate Single
715278708 yes 55 M 2 Unknown Single
827049558 yes 47 M 2 Graduate Unknown
710248233 yes 37 M 3 College Single
712146558 yes 48 F 5 Uneducated Married
715179933 yes 49 F 2 "High School" Married
709215708 yes 49 M 2 Post-Graduate Unknown
710668458 yes 48 F 4 Graduate Married
718828083 yes 52 M 1 Graduate Single
720781158 yes 44 F 2 Uneducated Divorced
716938383 yes 41 M 4 Unknown Married
709976358 yes 51 F 1 Unknown Single
715688958 yes 45 F 2 Post-Graduate Single
721493883 yes 49 F 4 Unknown Single
709830783 yes 47 M 5 Unknown Single
715354983 yes 44 M 3 Graduate Married
713532858 yes 42 M 2 Doctorate Unknown
721295658 yes 62 M 1 Unknown Single
720313083 yes 32 M 1 Unknown Single
720724008 yes 43 M 2 Graduate Single
712828533 yes 62 M 1 Graduate Single
717007458 yes 46 M 2 Graduate Married
710728458 yes 62 F 1 Unknown Single
717720108 yes 42 M 2 Graduate Married
720648483 yes 39 M 4 College Single
770146008 yes 59 M 1 Graduate Single
714829683 yes 43 M 2 Doctorate Single
717015333 yes 52 M 1 Unknown Divorced
757837458 yes 59 F 2 "High School" Single
719240358 yes 60 M 1 Unknown Single
719036883 yes 48 F 1 Uneducated Divorced
714000108 yes 40 F 3 College Divorced
720786033 yes 55 M 1 College Single
708917133 yes 48 M 3 "High School" Single
818929158 yes 36 M 2 Doctorate Single
709513458 yes 49 M 3 "High School" Unknown
717705858 yes 40 M 2 "High School" Unknown
716573058 no 54 F 3 Doctorate Unknown
827695683 yes 40 M 3 Uneducated Single
819189108 yes 63 M 0 College Single
716977758 no 44 F 3 Uneducated Married
714901383 yes 44 M 2 "High School" Married
718500633 yes 45 F 4 Unknown Married
713516433 yes 36 F 3 College Single
715140933 yes 45 F 3 Graduate Single
712642533 yes 38 M 3 Unknown Unknown
721498008 yes 44 F 3 Uneducated Single
717189183 yes 35 M 1 Doctorate Single
708902883 yes 55 M 2 Graduate Single
817889583 no 61 F 0 Graduate Single
717242058 no 43 F 5 Graduate Married
715628733 yes 40 F 4 Unknown Single
716613933 yes 51 F 3 "High School" Single
712709508 yes 48 F 2 Unknown Single
716306583 no 64 M 0 Graduate Single
720026058 yes 49 M 3 Graduate Married
756397458 yes 54 F 1 Graduate Single
712644483 yes 46 M 3 "High School" Single
814489683 yes 34 F 2 Unknown Single
789111483 yes 46 M 3 Graduate Unknown
709573533 yes 48 M 3 Uneducated Married
807137808 yes 45 M 3 "High School" Divorced
711861258 yes 65 F 1 Uneducated Single
716660583 yes 45 M 0 Graduate Single
717222033 yes 40 F 3 Unknown Single
716617608 yes 50 F 1 "High School" Single
716786808 yes 40 M 5 Post-Graduate Single
718882008 yes 38 M 1 "High School" Single
770975133 yes 36 M 0 Graduate Unknown
715234008 yes 54 F 1 "High School" Single
709326183 yes 50 M 2 "High School" Single
721233033 no 50 M 2 "High School" Single
712319958 yes 41 M 4 "High School" Married
712198983 yes 46 M 4 Graduate Married
772103208 yes 44 F 5 "High School" Unknown
779502333 no 50 M 4 Graduate Single
718737708 yes 45 M 4 Graduate Single
821351958 yes 40 F 4 College Married
716142858 yes 46 F 4 Uneducated Married
826079508 yes 48 M 2 Unknown Unknown
773236983 yes 47 M 4 "High School" Married
826717533 yes 42 M 3 Graduate Unknown
789334458 yes 43 F 3 Graduate Unknown
814092858 yes 49 F 3 Graduate Unknown
708355683 yes 46 F 4 Graduate Married
803124408 no 41 F 3 Unknown Married
789964983 no 45 M 2 Graduate Divorced
720303933 yes 40 M 2 Graduate Married
708665133 yes 40 M 2 Graduate Married
828236133 yes 49 M 2 Graduate Married
712000758 yes 51 M 4 Uneducated Single
715378383 yes 43 F 4 Graduate Single
769985883 yes 45 M 2 Graduate Single
709297608 no 38 M 3 College Single
716971833 yes 40 F 2 Uneducated Married
801373833 yes 49 M 4 College Divorced
716040783 yes 45 F 3 Graduate Unknown
817977933 no 63 F 0 Graduate Single
827055333 yes 43 M 3 Graduate Single
772116408 yes 50 M 1 "High School" Single
734924658 yes 47 F 5 "High School" Married
711775383 yes 63 M 1 Graduate Single
715019058 yes 30 F 2 Post-Graduate Divorced
780715683 yes 41 M 3 Doctorate Single
827341383 yes 38 M 3 Graduate Single
708757233 yes 44 F 2 "High School" Married
710504283 yes 50 M 1 Uneducated Married
713919183 yes 50 M 3 Unknown Married
713171358 yes 46 F 4 College Single
773140683 yes 51 M 0 Unknown Married
716358033 yes 53 F 1 Graduate Single
826410708 yes 40 M 4 Unknown Married
789717708 yes 49 F 1 Unknown Married
711679533 yes 54 M 2 Post-Graduate Divorced
711342483 yes 50 M 1 College Married
720242733 yes 45 M 4 Unknown Single
721213833 yes 46 F 2 "High School" Unknown
756624183 yes 51 F 3 Graduate Married
717622308 yes 63 F 0 "High School" Single
714629358 no 54 F 3 Graduate Divorced
744307008 yes 51 M 1 Uneducated Married
708871158 yes 60 M 1 Graduate Single
710979033 yes 30 M 0 Unknown Single
818903583 yes 44 M 5 Uneducated Divorced
712980333 yes 33 M 3 Graduate Divorced
717655458 yes 40 F 2 Uneducated Unknown
822112383 yes 52 M 3 College Married
711538758 no 39 M 5 Graduate Single
719987733 no 51 F 3 Unknown Single
719184783 yes 51 F 1 Graduate Single
715857183 yes 46 M 2 College Single
719657583 no 44 M 3 Graduate Married
789713208 no 62 F 0 Doctorate Single
802031583 yes 53 M 2 Uneducated Single
711529383 yes 47 F 3 Graduate Married
715371108 no 45 M 3 Graduate Married
712988958 yes 42 M 4 Graduate Single
713005908 yes 47 F 2 Graduate Married
712236483 yes 41 F 2 Graduate Single
711852783 yes 46 M 2 Unknown Married
780056733 yes 36 M 3 Unknown Single
796903083 no 47 F 1 Doctorate Married
716014983 yes 56 F 3 "High School" Single
712521783 yes 54 M 3 Graduate Unknown
780045708 yes 42 F 3 Graduate Single
719488008 yes 39 F 1 Graduate Married
771575058 yes 45 M 1 Graduate Married
772137183 no 52 M 2 Graduate Single
779709033 yes 46 M 4 Unknown Married
709716258 yes 48 M 3 "High School" Unknown
737986083 yes 46 M 3 "High School" Single
713343333 yes 42 M 3 Unknown Married
779331558 yes 45 F 2 Unknown Single
714973758 yes 50 F 3 Graduate Single
718009158 yes 50 F 3 Uneducated Single
789597408 yes 39 F 1 Post-Graduate Single
712165308 yes 45 F 2 Doctorate Single
821768658 no 52 M 0 Unknown Single
719341683 yes 42 M 2 Unknown Married
708637758 yes 49 F 3 Graduate Single
779974758 yes 51 M 2 College Single
821815458 yes 48 M 3 "High School" Single
711708408 yes 52 F 3 "High School" Married
812449758 no 43 M 3 "High School" Single
715682208 yes 49 M 3 Doctorate Married
719914908 yes 37 M 2 Uneducated Divorced
714744783 yes 48 F 3 Unknown Married
710809833 yes 40 M 3 Graduate Married
720942333 yes 49 M 2 Unknown Married
709423158 yes 46 M 4 Graduate Single
718307433 yes 50 F 0 Graduate Single
772607433 yes 50 M 3 "High School" Married
801709308 yes 44 F 4 Uneducated Married
778502958 yes 47 M 3 Unknown Divorced
806656083 yes 48 F 2 Graduate Married
823635033 yes 49 F 2 "High School" Married
718739508 yes 51 F 5 Unknown Married
709272333 yes 59 F 1 Uneducated Unknown
721538883 yes 45 M 4 Graduate Single
718835583 yes 50 F 1 Graduate Married
827970933 yes 46 F 4 Graduate Married
719888358 yes 47 M 1 Unknown Divorced
717030633 yes 46 M 4 College Single
815085708 no 60 F 0 "High School" Single
716332533 yes 38 F 3 Unknown Unknown
822964683 yes 51 F 1 Graduate Single
719335233 yes 47 F 3 Uneducated Married
779683683 yes 47 M 3 "High School" Single
712653183 yes 49 F 4 Unknown Single
715485483 no 39 F 5 Graduate Married
788912658 yes 44 F 2 Unknown Married
711396483 yes 40 M 2 Graduate Single
789220008 yes 56 M 3 "High School" Married
716436483 yes 45 F 3 Uneducated Unknown
717661908 yes 37 M 5 Doctorate Single
778459833 yes 42 M 5 Graduate Married
769448658 yes 43 F 2 Unknown Married
820346133 yes 59 F 2 Uneducated Single
720119808 yes 42 M 3 "High School" Married
721523658 yes 46 M 5 "High School" Unknown
711176133 yes 28 M 0 "High School" Single
794560833 no 47 F 3 Graduate Married
718197108 no 54 M 2 Graduate Single
713750583 yes 55 F 1 College Unknown
769576608 yes 62 M 1 Uneducated Single
708626058 yes 49 F 2 Uneducated Married
710333883 no 48 M 3 Graduate Married
715401633 yes 43 F 3 Graduate Single
755220783 yes 51 M 1 Doctorate Married
789603183 yes 48 M 4 "High School" Unknown
767564358 yes 47 F 5 Doctorate Married
789744033 yes 50 M 2 Graduate Single
709887483 yes 56 M 2 Uneducated Divorced
779765058 yes 43 M 2 Unknown Single
789177333 no 47 F 2 Graduate Married
717262833 yes 49 F 3 Unknown Married
714878508 yes 48 F 2 "High School" Single
711079308 no 40 M 3 Graduate Married
794510358 yes 41 M 3 Graduate Married
715033533 yes 43 F 2 "High School" Married
779400183 yes 42 M 3 Graduate Single
716636808 yes 39 M 3 Graduate Single
708733983 no 50 F 1 Doctorate Single
710521383 yes 50 M 3 Uneducated Single
720075558 yes 50 M 4 College Married
716468658 yes 51 F 2 Unknown Single
717569283 yes 47 M 5 Doctorate Single
787491483 yes 41 M 3 Unknown Divorced
779995833 yes 49 M 0 Unknown Married
714215058 yes 42 F 3 "High School" Married
789407958 yes 42 M 1 Graduate Married
715118058 yes 45 M 3 Graduate Married
713672208 yes 50 M 1 Doctorate Divorced
720865383 yes 53 M 3 Graduate Single
713701533 yes 51 M 2 Unknown Married
778895883 yes 50 F 1 Unknown Married
719655258 yes 64 M 0 Graduate Single
711205758 no 45 M 3 College Single
806264958 yes 52 F 2 "High School" Single
714659133 no 47 M 5 "High School" Married
716425833 no 38 M 2 Graduate Single
712166583 yes 45 F 0 Graduate Married
713124558 yes 43 F 2 Graduate Married
714048783 yes 57 M 2 "High School" Single
708784908 yes 47 F 3 Graduate Unknown
714332658 yes 42 F 3 Graduate Single
719169783 yes 52 F 2 Uneducated Married
718270833 yes 48 F 3 Post-Graduate Married
721268133 yes 44 M 3 Post-Graduate Married
795343683 yes 40 F 3 "High School" Single
715611933 yes 50 F 4 Doctorate Married
711184983 yes 41 M 5 Unknown Unknown
779601783 yes 42 F 5 College Married
784263558 yes 43 M 2 Uneducated Single
720795858 yes 44 M 4 Graduate Single
756629133 yes 61 F 1 Graduate Single
714387108 yes 51 M 3 Graduate Single
712164333 no 40 M 4 "High School" Married
714429258 yes 46 M 5 Doctorate Single
796791258 yes 50 M 1 Uneducated Married
711220683 yes 48 M 1 Unknown Married
717582558 yes 50 M 1 Graduate Single
714779733 yes 44 M 4 Unknown Single
817965858 yes 42 F 4 Unknown Married
717358158 yes 46 M 3 Uneducated Single
720301458 yes 52 M 1 "High School" Single
826471458 no 42 M 3 Graduate Married
